[2026-06-22 21:10:24] ======================================================================
[2026-06-22 21:12:22] Reclassified product 52 'Amul Mozzarella Cheese': Dairy & Bakery -> Dairy | Confidence: 2.46
[2026-06-22 21:12:22] Reclassified product 53 'Britannia Cheese Block': Dairy & Bakery -> Dairy | Confidence: 2.08
[2026-06-22 21:12:23] Reclassified product 54 'Amul Cream Cheese': Dairy & Bakery -> Dairy | Confidence: 2.46
[2026-06-22 21:12:23] Reclassified product 59 'Head & Shoulders Shampoo': Personal Care -> Personal Care | Confidence: 1.97
[2026-06-22 21:12:23] Reclassified product 60 'Dove Hair Conditioner': Personal Care -> Personal Care | Confidence: 2.38
[2026-06-22 21:12:23] Reclassified product 61 'Parachute Coconut Oil': Personal Care -> Fruits | Confidence: 0.49
[2026-06-22 21:12:23] Reclassified product 66 'Real Mixed Fruit': Beverages -> Beverages | Confidence: 1.60
[2026-06-22 21:12:23] Reclassified product 67 'Fresh Spinach (Palak)': Fruits & Vegetables -> Vegetables | Confidence: 1.35
[2026-06-22 21:12:23] Reclassified product 68 'Fenugreek Leaves (Methi)': Fruits & Vegetables -> Vegetables | Confidence: 1.35
[2026-06-22 21:12:23] Reclassified product 69 'Coriander Leaves (Dhaniya)': Fruits & Vegetables -> Vegetables | Confidence: 1.35
[2026-06-22 21:12:23] Reclassified product 70 'Curry Leaves (Kadi Patta)': Fruits & Vegetables -> Vegetables | Confidence: 1.39
[2026-06-22 21:12:23] Reclassified product 72 'Amul Garlic Butter': Dairy & Bakery -> Dairy | Confidence: 2.46
[2026-06-22 21:12:23] Reclassified product 73 'Nutralite Butter': Dairy & Bakery -> Dairy | Confidence: 0.60
[2026-06-22 21:12:24] Reclassified product 74 'Amul Cooking Butter': Dairy & Bakery -> Dairy | Confidence: 2.46
[2026-06-22 21:12:24] Reclassified product 75 'Avocado (Imported)': Fruits & Vegetables -> Fruits | Confidence: 1.00
[2026-06-22 21:12:24] Reclassified product 76 'Kiwi': Fruits & Vegetables -> Fruits | Confidence: 1.02
[2026-06-22 21:12:24] Reclassified product 77 'Dragon Fruit': Fruits & Vegetables -> Fruits | Confidence: 1.00
[2026-06-22 21:12:24] Reclassified product 78 'Blueberries': Fruits & Vegetables -> Fruits | Confidence: 0.63
[2026-06-22 21:12:24] Reclassified product 80 'Butter Paper': Household -> Dairy | Confidence: 0.52
[2026-06-22 21:12:24] Reclassified product 82 'Kitchen Sponge (Pack)': Household -> Household | Confidence: 0.60
[2026-06-22 21:12:24] Reclassified product 83 'Colgate Strong Teeth': Personal Care -> Personal Care | Confidence: 1.60
[2026-06-22 21:12:24] Reclassified product 84 'Pepsodent Germi Check': Personal Care -> Personal Care | Confidence: 1.60
[2026-06-22 21:12:24] Reclassified product 85 'Oral-B Toothbrush': Personal Care -> Personal Care | Confidence: 0.49
[2026-06-22 21:12:24] Reclassified product 86 'Listerine Mouthwash': Personal Care -> Personal Care | Confidence: 0.51
[2026-06-22 21:12:24] Reclassified product 87 'Harpic Toilet Cleaner': Household -> Household | Confidence: 2.40
[2026-06-22 21:12:24] Reclassified product 88 'Domex Floor Cleaner': Household -> Household | Confidence: 2.40
[2026-06-22 21:12:25] Reclassified product 89 'Bathroom Air Freshener': Household -> Household | Confidence: 0.60
[2026-06-22 21:12:25] Reclassified product 91 'Dove Body Wash': Personal Care -> Personal Care | Confidence: 1.99
[2026-06-22 21:12:25] Reclassified product 92 'Pears Body Wash': Personal Care -> Personal Care | Confidence: 1.99
[2026-06-22 21:12:25] Reclassified product 93 'Nivea Body Wash': Personal Care -> Personal Care | Confidence: 1.99
[2026-06-22 21:12:25] Reclassified product 94 'Lux Body Wash': Personal Care -> Personal Care | Confidence: 1.99
[2026-06-22 21:12:25] Reclassified product 95 'Britannia Brown Bread': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:12:25] Reclassified product 96 'Britannia Fruit Bread': Dairy & Bakery -> Dairy | Confidence: 0.34
[2026-06-22 21:12:25] Reclassified product 97 'Gardenia White Bread': Dairy & Bakery -> Bakery | Confidence: 0.96
[2026-06-22 21:12:25] Reclassified product 98 'Multigrain Bread': Dairy & Bakery -> Bakery | Confidence: 1.00
[2026-06-22 21:12:25] Reclassified product 99 'Dairy Milk Silk': Snacks -> Dairy | Confidence: 0.60
